"","V1","V2"
"1",27,33
"2",21,39
"3",27,33
"4",27,33
"5",18,42
"6",27,33
"7",24,36
"8",18,42
"9",24,36
"10",18,42
"11",21,39
"12",27,33
"13",27,33
"14",27,33
"15",27,33
"16",18,42
"17",18,42
"18",18,42
"19",24,36
"20",21,39
"21",27,33
"22",18,42
"23",21,39
"24",18,42
"25",18,42
"26",27,33
"27",24,36
"28",27,33
"29",27,33
"30",24,36
"31",21,39
"32",18,42
"33",18,42
"34",21,39
"35",21,39
"36",27,33
"37",27,33
"38",18,42
"39",18,42
"40",27,33
"41",24,36
"42",24,36
"43",24,36
"44",27,33
"45",18,42
"46",21,39
"47",24,36
"48",27,33
"49",18,42
"50",27,33
"51",18,42
"52",27,33
"53",27,33
"54",21,39
"55",24,36
"56",24,36
"57",24,36
"58",18,42
"59",27,33
"60",27,33
"61",27,33
"62",21,39
"63",24,36
"64",27,33
"65",27,33
"66",21,39
"67",27,33
"68",27,33
"69",18,42
"70",27,33
"71",24,36
"72",21,39
"73",18,42
"74",21,39
"75",18,42
"76",21,39
"77",24,36
"78",18,42
"79",21,39
"80",27,33
"81",18,42
"82",24,6
"83",24,36
"84",24,36
"85",18,42
"86",27,33
"87",27,33
"88",18,42
"89",27,33
"90",18,42
"91",21,39
"92",24,36
"93",18,42
"94",27,33
"95",27,33
"96",18,42
"97",18,42
"98",27,33
"99",27,33
"100",21,39
"101",27,33
"102",24,36
"103",18,42
"104",27,33
"105",21,39
"106",18,42
"107",27,33
"108",27,33
"109",18,42
"110",27,33
"111",27,33
"112",24,36
"113",27,33
"114",27,33
"115",27,33
"116",21,39
"117",27,33
"118",27,33
"119",24,36
"120",27,33
"121",18,42
"122",21,39
"123",27,33
"124",21,39
"125",21,39
"126",24,36
"127",27,33
"128",27,33
"129",27,33
"130",21,39
"131",21,39
"132",21,39
"133",24,36
"134",18,42
"135",24,36
"136",24,36
"137",24,36
"138",24,36
"139",18,42
"140",27,33
"141",24,36
"142",27,33
"143",27,33
"144",18,42
"145",18,42
"146",24,36
"147",24,36
"148",18,42
"149",24,36
"150",27,33
"151",27,33
