"","V1","V2"
"1",27,33
"2",18,42
"3",18,42
"4",24,36
"5",27,33
"6",18,42
"7",27,33
"8",27,33
"9",27,33
"10",24,36
"11",24,36
"12",21,39
"13",21,39
"14",27,33
"15",24,36
"16",24,36
"17",27,33
"18",21,39
"19",27,33
"20",24,36
"21",27,33
"22",24,36
"23",18,42
"24",24,36
"25",18,42
"26",18,42
"27",24,36
"28",27,33
"29",27,33
"30",18,30
"31",27,33
"32",27,33
"33",18,42
"34",27,33
"35",27,33
"36",21,39
"37",27,33
"38",21,39
"39",24,36
"40",18,42
"41",24,36
"42",24,36
"43",27,33
"44",24,36
"45",21,39
"46",27,33
"47",24,36
"48",24,36
"49",24,36
"50",27,33
"51",24,36
"52",18,42
"53",21,39
"54",27,33
"55",27,33
"56",24,36
"57",24,36
"58",24,36
"59",27,33
"60",27,33
"61",27,21
"62",27,33
"63",27,33
"64",24,36
"65",18,42
"66",27,33
"67",24,36
"68",24,36
"69",24,36
"70",27,33
"71",27,33
"72",27,33
"73",24,36
"74",18,42
"75",27,33
"76",21,39
"77",27,33
"78",27,33
"79",27,33
"80",27,33
"81",27,33
"82",24,36
"83",18,42
"84",24,36
"85",18,42
"86",24,36
"87",27,33
"88",27,33
"89",24,36
"90",24,36
"91",24,36
"92",27,33
"93",18,42
"94",21,39
"95",18,42
"96",24,36
"97",27,33
"98",27,33
"99",27,33
"100",24,36
"101",27,33
"102",18,42
"103",27,33
"104",27,33
"105",27,33
"106",24,36
"107",21,39
"108",27,33
"109",27,33
"110",27,33
"111",21,39
"112",27,33
"113",27,33
"114",21,39
"115",24,36
"116",24,36
"117",27,33
"118",21,39
"119",27,33
"120",24,36
"121",27,33
"122",21,39
"123",27,33
"124",18,42
"125",24,36
"126",18,42
"127",27,33
"128",27,33
"129",27,33
"130",18,42
"131",24,36
"132",27,33
"133",21,39
"134",24,36
"135",18,42
"136",18,42
"137",27,33
"138",18,42
"139",15,45
"140",27,33
"141",21,39
"142",24,36
"143",24,36
"144",24,36
"145",24,6
"146",18,42
"147",21,39
"148",18,42
"149",18,42
"150",21,39
"151",24,36
"152",24,36
"153",27,33
"154",24,36
"155",21,39
"156",24,36
"157",18,42
"158",9,51
"159",24,36
"160",27,33
"161",27,33
"162",27,33
"163",24,36
"164",21,39
"165",24,36
"166",21,39
"167",18,42
"168",21,39
"169",18,42
"170",27,33
"171",18,42
"172",21,39
"173",21,39
"174",27,33
"175",24,36
"176",21,39
"177",24,36
"178",18,42
"179",27,33
"180",27,33
"181",24,36
"182",24,36
"183",27,33
"184",24,36
"185",24,36
"186",27,33
"187",18,42
"188",18,42
"189",27,33
"190",21,39
"191",24,36
"192",27,33
"193",18,42
"194",21,39
"195",27,33
"196",27,33
"197",27,33
"198",27,33
"199",27,33
"200",24,36
"201",24,36
"202",18,42
"203",21,39
"204",27,33
"205",18,42
"206",21,39
"207",27,33
"208",27,33
"209",27,33
"210",18,42
"211",27,33
"212",27,33
"213",24,36
"214",27,33
"215",27,33
"216",18,42
"217",21,39
"218",27,33
"219",27,33
"220",21,39
"221",24,36
"222",21,39
"223",27,33
"224",18,42
"225",24,36
"226",24,36
"227",21,39
"228",24,36
"229",21,39
"230",27,33
"231",21,39
"232",27,33
"233",27,33
"234",24,36
"235",18,42
"236",24,36
"237",24,36
"238",24,36
"239",21,39
"240",21,39
"241",21,39
"242",27,33
"243",24,36
"244",21,39
"245",27,33
"246",27,33
"247",24,36
"248",21,39
"249",18,42
"250",18,42
"251",18,42
"252",18,42
"253",18,42
"254",27,33
"255",27,33
"256",27,33
"257",24,36
"258",27,33
"259",21,39
"260",24,36
"261",18,42
"262",24,36
"263",27,33
"264",18,42
"265",18,42
"266",18,42
"267",24,36
"268",21,39
"269",21,39
"270",24,36
"271",18,42
"272",24,36
"273",27,33
"274",27,21
"275",27,33
"276",24,36
"277",27,33
"278",27,33
"279",27,33
"280",27,33
"281",18,42
"282",27,33
"283",27,33
"284",18,42
"285",27,33
"286",27,33
"287",18,42
"288",24,36
"289",24,36
"290",27,33
"291",24,36
"292",27,33
"293",18,42
"294",18,42
"295",21,39
"296",18,42
"297",27,33
"298",18,42
"299",21,39
"300",18,42
"301",24,36
"302",27,33
"303",18,42
"304",27,33
"305",27,33
"306",24,36
"307",24,36
"308",24,36
"309",21,39
"310",27,33
"311",18,42
"312",18,42
"313",27,33
"314",27,33
"315",18,42
"316",24,36
"317",18,42
"318",27,33
"319",24,36
"320",24,36
"321",24,36
"322",27,33
"323",27,33
"324",24,36
"325",24,36
"326",21,39
"327",18,42
"328",18,42
"329",27,33
"330",21,39
"331",27,33
"332",18,42
"333",27,33
"334",24,36
"335",24,36
"336",27,33
"337",24,36
"338",27,33
"339",24,36
"340",24,36
"341",27,33
"342",18,42
"343",27,33
"344",18,42
"345",27,33
"346",18,42
"347",27,33
"348",24,36
"349",21,39
"350",21,39
"351",24,36
"352",18,42
"353",27,33
"354",27,33
"355",21,39
"356",27,33
"357",24,36
"358",24,36
"359",18,42
"360",18,42
"361",24,36
"362",18,42
"363",24,36
"364",24,36
"365",27,33
"366",27,33
"367",18,42
"368",27,33
"369",18,42
"370",27,33
"371",18,42
"372",27,33
"373",18,42
"374",27,33
"375",24,36
"376",18,42
"377",27,33
"378",18,42
"379",21,39
"380",27,33
"381",24,36
"382",18,42
"383",24,36
"384",24,36
"385",24,36
"386",21,39
"387",21,39
"388",21,39
"389",27,33
"390",18,42
"391",24,36
"392",27,33
"393",18,42
"394",27,33
"395",27,33
"396",24,36
"397",27,33
"398",21,39
"399",21,39
"400",18,42
"401",21,39
"402",27,33
"403",27,33
"404",18,42
"405",27,33
"406",27,33
"407",18,42
"408",27,33
"409",27,33
"410",27,33
"411",27,33
"412",24,36
"413",18,42
"414",24,36
"415",18,42
"416",18,42
"417",27,33
"418",27,33
"419",27,33
"420",27,33
"421",27,33
"422",27,33
"423",18,42
"424",18,42
"425",18,42
"426",24,36
"427",27,33
"428",21,39
"429",24,36
"430",27,33
"431",27,33
"432",21,39
"433",27,33
"434",21,39
"435",24,36
"436",27,33
"437",18,42
"438",27,33
"439",27,33
"440",27,33
"441",27,33
"442",27,33
"443",18,42
"444",27,33
"445",9,21
"446",27,33
"447",24,36
"448",18,42
"449",18,42
"450",27,33
"451",24,36
"452",27,33
"453",27,33
"454",24,36
"455",18,42
"456",24,36
"457",27,33
"458",21,39
"459",18,42
"460",18,42
"461",9,21
"462",21,39
"463",21,39
"464",21,39
"465",21,39
"466",18,42
"467",24,36
"468",21,39
"469",24,36
"470",18,42
"471",27,33
"472",24,36
"473",24,36
"474",18,42
"475",27,33
"476",21,39
"477",24,36
"478",18,42
"479",27,33
"480",18,42
"481",21,39
"482",24,36
"483",24,36
