"","V1","V2"
"1",27,33
"2",18,42
"3",27,33
"4",18,42
"5",18,42
"6",21,39
"7",27,33
"8",21,39
"9",27,33
"10",18,42
"11",24,36
"12",27,33
"13",27,33
"14",24,36
"15",18,42
"16",24,36
"17",18,42
"18",27,33
"19",24,36
"20",24,36
"21",21,39
"22",27,33
"23",27,33
"24",24,36
"25",18,42
"26",18,42
"27",27,33
"28",27,33
"29",24,36
"30",18,42
"31",18,42
"32",24,36
"33",24,36
"34",27,33
"35",21,39
"36",24,36
"37",27,33
"38",18,42
"39",27,33
"40",18,42
"41",27,33
"42",18,42
"43",27,33
"44",27,33
"45",27,33
"46",18,42
"47",24,36
"48",24,36
"49",27,33
"50",18,42
"51",24,36
"52",18,42
"53",27,33
"54",24,36
"55",27,33
"56",24,36
"57",27,33
"58",24,36
"59",27,33
"60",21,39
"61",18,42
"62",27,33
"63",18,42
"64",27,33
"65",24,36
"66",27,33
"67",21,39
"68",18,42
"69",27,33
"70",21,39
"71",21,39
"72",27,33
"73",24,36
"74",27,33
"75",18,42
"76",27,33
"77",21,39
"78",27,33
"79",24,36
"80",21,39
"81",27,33
"82",24,36
"83",18,42
"84",18,42
"85",21,39
"86",21,39
"87",18,42
"88",27,33
"89",27,33
"90",18,42
"91",18,42
"92",18,42
"93",27,33
"94",21,39
"95",27,33
"96",18,42
"97",18,42
"98",18,42
"99",24,36
"100",24,36
"101",27,33
"102",24,36
"103",24,36
"104",27,33
"105",18,42
"106",27,33
"107",18,42
"108",21,39
"109",27,33
"110",27,33
"111",27,33
"112",24,36
"113",21,39
"114",27,33
"115",18,42
"116",24,36
"117",24,36
"118",27,33
"119",27,33
"120",24,36
"121",27,33
"122",18,42
"123",24,36
"124",27,33
"125",21,39
"126",24,36
"127",21,39
"128",27,33
"129",27,33
"130",24,36
"131",27,33
"132",27,33
"133",27,33
"134",24,36
"135",21,39
"136",18,42
"137",27,33
"138",27,33
"139",27,33
"140",21,39
"141",24,36
"142",27,33
"143",24,36
"144",18,42
"145",18,42
"146",21,39
"147",27,33
"148",24,36
"149",24,36
"150",27,33
"151",27,33
"152",24,36
"153",18,42
"154",18,42
"155",27,33
"156",27,33
"157",27,33
"158",27,33
"159",24,36
"160",27,33
"161",27,33
"162",27,33
"163",27,33
"164",27,33
"165",27,33
"166",18,42
"167",21,39
"168",24,36
"169",27,33
"170",27,33
"171",27,33
"172",27,33
"173",18,42
"174",21,39
"175",27,33
"176",27,33
"177",24,36
"178",27,33
"179",21,39
"180",18,42
"181",24,36
"182",27,33
"183",18,42
"184",24,36
"185",18,42
"186",18,42
"187",27,33
"188",27,33
"189",27,33
"190",24,36
"191",18,42
"192",27,33
"193",27,33
"194",24,36
"195",18,42
"196",21,39
"197",24,36
"198",24,36
"199",24,36
"200",27,33
"201",24,36
"202",24,36
"203",21,39
"204",24,36
"205",18,42
"206",27,33
"207",18,42
"208",21,39
"209",27,33
"210",27,33
"211",27,33
"212",27,33
"213",27,33
"214",18,42
"215",24,36
"216",27,33
"217",27,33
"218",21,39
"219",27,33
"220",24,36
"221",21,39
"222",27,33
"223",27,33
"224",18,42
"225",21,39
"226",24,36
"227",18,42
"228",24,36
"229",18,42
"230",24,36
"231",27,33
"232",18,42
"233",18,42
"234",27,33
"235",18,42
"236",27,33
"237",27,33
"238",18,42
"239",24,36
"240",27,33
"241",27,33
"242",21,39
"243",27,33
"244",21,39
"245",18,42
"246",27,33
"247",21,39
"248",18,42
"249",18,42
"250",24,36
"251",18,42
"252",21,39
"253",27,33
"254",24,36
"255",24,36
"256",24,36
"257",21,39
"258",27,33
"259",27,33
"260",24,36
"261",21,39
"262",18,42
"263",18,42
"264",18,42
"265",27,33
"266",18,42
"267",18,42
"268",24,36
"269",27,33
"270",18,42
"271",21,39
"272",27,33
"273",18,42
"274",18,42
"275",27,33
"276",18,42
"277",27,33
"278",21,39
"279",27,33
"280",27,33
"281",21,39
"282",24,36
"283",24,36
"284",27,33
"285",27,33
"286",27,33
"287",21,39
"288",21,39
"289",18,42
"290",27,33
"291",24,36
"292",24,36
"293",27,33
"294",27,33
"295",24,36
"296",24,36
"297",27,33
"298",21,39
"299",24,36
"300",24,36
"301",27,33
"302",21,39
"303",18,42
"304",27,33
"305",27,33
"306",18,42
"307",27,33
"308",24,36
"309",18,42
"310",27,33
"311",27,33
"312",27,33
"313",18,42
"314",18,42
"315",18,42
"316",27,33
"317",24,36
"318",18,42
"319",18,42
"320",18,42
"321",18,42
"322",18,42
"323",24,36
"324",21,39
"325",24,6
"326",27,33
"327",27,33
"328",18,42
"329",27,33
"330",27,33
"331",27,33
"332",27,33
"333",27,33
"334",24,36
"335",24,36
"336",24,36
"337",18,42
"338",18,42
"339",18,42
"340",21,39
"341",27,33
"342",24,36
"343",27,33
"344",27,33
"345",18,42
"346",27,33
"347",27,33
"348",18,42
"349",18,42
"350",27,33
"351",24,36
"352",18,42
"353",24,36
"354",21,39
"355",27,33
"356",24,36
"357",27,33
"358",21,39
"359",18,42
"360",18,42
"361",24,36
"362",27,33
"363",21,39
"364",27,33
"365",24,36
"366",27,33
"367",27,33
"368",24,36
"369",24,36
"370",27,33
"371",24,36
"372",18,42
"373",27,33
"374",27,33
"375",24,36
"376",18,42
"377",21,39
"378",27,33
"379",27,33
"380",27,33
"381",27,33
"382",21,39
"383",27,33
"384",18,42
"385",18,42
"386",24,36
"387",21,39
"388",18,42
"389",21,39
"390",18,42
"391",27,33
"392",24,36
"393",27,33
"394",27,33
"395",24,36
"396",27,33
"397",27,33
"398",24,36
"399",21,39
"400",24,36
"401",18,42
"402",27,33
"403",27,33
"404",18,42
"405",21,39
"406",21,39
"407",24,36
"408",24,36
"409",27,33
"410",27,33
"411",21,39
"412",27,33
"413",24,36
"414",24,36
"415",27,33
"416",18,42
"417",27,33
"418",24,36
"419",27,33
"420",18,42
"421",27,33
"422",24,36
"423",21,39
"424",27,33
"425",27,33
"426",24,36
"427",27,33
"428",27,33
"429",21,39
"430",18,42
"431",24,36
"432",24,36
"433",24,36
"434",27,33
"435",21,39
"436",24,36
"437",24,36
"438",18,42
"439",27,33
"440",27,33
"441",18,42
"442",18,42
"443",27,33
"444",24,36
"445",21,39
"446",21,39
"447",27,33
"448",18,42
"449",24,36
"450",21,39
"451",18,42
"452",24,36
"453",24,36
"454",27,33
"455",27,33
"456",21,39
"457",24,36
"458",27,33
"459",27,33
"460",27,33
"461",18,42
"462",27,33
"463",24,36
"464",27,33
"465",24,36
"466",18,42
"467",24,36
"468",18,42
"469",24,36
"470",24,36
"471",18,42
"472",27,33
"473",21,39
"474",21,39
"475",18,42
"476",24,36
"477",27,33
"478",21,39
"479",27,33
"480",27,33
"481",27,33
"482",27,33
"483",27,33
