"","V1","V2"
"1",27,33
"2",18,42
"3",18,42
"4",18,42
"5",21,39
"6",27,33
"7",24,36
"8",27,33
"9",24,36
"10",24,36
"11",27,33
"12",24,36
"13",27,33
"14",21,39
"15",18,42
"16",18,42
"17",21,39
"18",18,42
"19",24,36
"20",24,36
"21",24,36
"22",27,33
"23",18,42
"24",24,36
"25",27,33
"26",24,36
"27",27,33
"28",18,42
"29",18,42
"30",27,33
"31",18,42
"32",27,33
"33",27,33
"34",24,36
"35",21,39
"36",24,36
"37",27,33
"38",18,42
"39",24,36
"40",24,36
"41",18,42
"42",27,33
"43",24,36
"44",18,42
"45",24,36
"46",27,33
"47",24,36
"48",27,33
"49",18,42
"50",24,36
"51",27,33
"52",24,36
"53",21,39
"54",27,33
"55",27,33
"56",27,33
"57",18,42
"58",18,42
"59",27,33
"60",27,33
"61",27,33
"62",24,36
"63",27,33
"64",27,33
"65",24,36
"66",24,36
"67",18,42
"68",21,39
"69",27,33
"70",21,39
"71",24,36
"72",27,33
"73",27,33
"74",21,39
"75",18,42
"76",24,36
"77",27,33
"78",27,33
"79",21,39
"80",24,36
"81",24,36
"82",18,42
"83",27,33
"84",27,33
"85",24,36
"86",21,39
"87",27,33
"88",24,36
"89",24,36
"90",27,33
"91",27,33
"92",27,33
"93",18,42
"94",24,36
"95",27,33
"96",27,33
"97",24,36
"98",27,33
"99",18,42
"100",27,33
"101",27,33
"102",24,36
"103",21,39
"104",21,39
"105",18,42
"106",27,33
"107",18,42
"108",27,33
"109",24,36
"110",27,33
"111",21,39
"112",21,39
"113",27,33
"114",27,33
"115",18,42
"116",18,42
"117",21,39
"118",27,33
"119",27,33
"120",27,33
"121",21,39
"122",27,33
"123",24,36
"124",27,33
"125",21,39
"126",21,39
"127",24,36
"128",27,33
"129",21,39
"130",21,39
"131",27,33
"132",24,36
"133",24,36
"134",18,42
"135",18,42
"136",24,36
"137",24,36
"138",24,36
"139",24,36
"140",24,36
"141",24,36
"142",27,33
"143",27,33
"144",27,33
"145",27,33
"146",24,36
"147",27,33
"148",21,39
"149",27,33
"150",27,33
"151",27,33
"152",27,33
"153",24,36
"154",27,33
"155",18,42
"156",24,36
"157",24,36
"158",18,42
"159",27,33
"160",27,33
"161",27,33
"162",27,33
"163",18,42
"164",18,42
"165",27,33
"166",24,36
"167",27,33
"168",24,36
"169",21,39
"170",27,33
"171",24,36
"172",18,42
"173",18,42
"174",21,39
"175",27,33
"176",24,36
"177",21,39
"178",27,33
"179",21,39
"180",21,39
"181",18,42
"182",18,42
"183",24,36
"184",27,33
"185",18,42
"186",27,33
"187",27,33
"188",27,33
"189",27,33
"190",24,36
"191",27,33
"192",21,39
"193",24,36
"194",24,36
"195",24,36
"196",27,33
"197",24,36
"198",27,33
"199",24,36
"200",18,42
"201",24,36
"202",21,39
"203",24,36
"204",27,33
"205",18,42
"206",24,36
"207",21,39
"208",24,36
"209",18,42
"210",27,33
"211",27,33
"212",24,36
"213",27,33
"214",27,33
"215",27,33
"216",24,36
"217",18,42
"218",18,42
"219",24,36
"220",27,33
"221",24,36
"222",24,36
"223",27,33
"224",24,36
"225",21,39
"226",27,33
"227",27,33
"228",24,36
"229",21,39
"230",24,36
"231",27,33
"232",27,33
"233",24,36
"234",27,33
"235",27,33
"236",18,42
"237",27,33
"238",27,33
"239",27,33
"240",21,39
"241",27,33
"242",18,42
"243",24,36
"244",27,33
"245",24,36
"246",27,33
"247",21,39
"248",27,33
"249",18,42
"250",24,36
"251",21,39
"252",27,33
"253",21,39
"254",27,33
"255",24,36
"256",27,33
"257",18,42
"258",18,42
"259",27,33
"260",18,42
"261",18,42
"262",27,33
"263",27,33
"264",27,33
"265",27,33
"266",27,33
"267",24,36
"268",18,42
"269",27,33
"270",27,33
"271",18,42
"272",27,33
"273",27,33
"274",18,42
"275",27,33
"276",27,33
"277",24,36
"278",18,42
"279",18,42
"280",24,36
"281",24,36
"282",21,39
"283",21,39
"284",21,39
"285",21,39
"286",18,42
"287",27,33
"288",18,42
"289",24,36
"290",21,39
"291",27,33
"292",24,36
"293",24,36
"294",27,33
"295",24,36
"296",18,42
"297",24,36
"298",21,39
"299",27,33
"300",24,36
"301",27,33
"302",27,33
"303",18,42
"304",18,42
"305",18,42
"306",18,42
"307",18,42
"308",18,42
"309",18,42
"310",27,33
"311",27,33
"312",21,39
"313",27,33
"314",24,36
"315",21,39
"316",21,39
"317",18,42
"318",27,33
"319",27,33
"320",21,39
"321",18,42
"322",18,42
"323",21,39
"324",21,39
"325",27,33
"326",24,36
"327",21,39
"328",18,42
"329",21,39
"330",27,33
"331",18,42
"332",18,42
"333",27,33
"334",27,33
"335",27,33
"336",24,36
"337",18,42
"338",24,36
"339",18,42
"340",18,42
"341",27,33
"342",18,42
"343",21,39
"344",18,42
"345",24,36
"346",24,36
"347",27,33
"348",24,36
"349",27,33
"350",27,33
"351",21,39
"352",27,33
"353",27,33
"354",18,42
"355",24,36
"356",27,33
"357",18,42
"358",27,33
"359",18,42
"360",24,36
"361",24,36
"362",27,33
"363",21,39
"364",27,33
"365",27,33
"366",27,33
"367",24,36
"368",24,36
"369",24,36
"370",18,42
"371",24,36
"372",18,42
"373",18,42
"374",27,33
"375",21,39
"376",27,33
"377",27,33
"378",18,42
"379",24,36
"380",27,33
"381",27,33
"382",24,36
"383",27,33
"384",18,42
"385",27,33
"386",27,33
"387",27,33
"388",24,36
"389",24,36
"390",24,36
"391",18,42
"392",27,33
"393",18,42
"394",21,39
"395",18,42
"396",27,33
"397",24,36
"398",27,33
"399",18,42
"400",24,36
"401",27,33
"402",18,42
"403",21,39
"404",24,36
"405",21,39
"406",27,33
"407",27,33
"408",27,33
"409",18,42
"410",21,39
"411",27,33
"412",27,33
"413",27,33
"414",24,36
"415",27,33
"416",21,39
"417",27,33
"418",27,33
"419",18,42
"420",21,39
"421",15,15
"422",27,33
"423",24,36
"424",18,42
"425",18,42
"426",21,39
"427",24,36
"428",21,39
"429",27,33
"430",27,33
"431",27,33
"432",21,39
"433",18,42
"434",27,33
"435",18,42
"436",21,39
"437",27,33
"438",24,36
"439",21,39
"440",18,30
"441",24,36
"442",21,39
"443",18,42
"444",27,33
"445",21,39
"446",21,39
"447",24,36
"448",27,33
"449",24,36
"450",27,33
"451",21,39
"452",27,33
"453",21,39
"454",27,33
"455",27,33
"456",24,36
"457",21,39
"458",27,33
"459",18,42
"460",21,39
"461",18,42
"462",27,33
"463",21,39
"464",24,36
"465",24,36
"466",24,36
"467",24,36
"468",27,33
"469",27,33
"470",27,33
"471",27,33
"472",27,33
"473",24,36
"474",27,33
"475",24,36
"476",24,36
"477",21,39
"478",24,36
"479",18,42
"480",27,33
"481",24,36
"482",27,33
"483",24,36
