"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",0,0,0,1,2,3,2,1,2
"2",0,0,0,3,2,1,1,2,3
"3",0,0,0,2,8,0,3,2,4
"4",0,0,0,3,0,0,1,2,1
"5",0,0,0,2,0,4,1,1,1
"6",0,0,0,3,2,1,4,4,3
"7",0,0,0,3,1,2,1,2,2
"8",0,0,0,0,0,0,3,1,1
"9",0,0,0,2,3,2,2,2,1
"10",0,0,0,1,1,3,2,3,3
"11",0,0,0,1,4,1,2,0,1
"12",0,0,0,0,2,2,1,2,1
"13",0,0,0,1,2,2,4,3,2
"14",0,0,0,1,4,2,6,0,3
"15",0,0,0,0,5,2,5,5,1
"16",0,0,0,4,2,1,0,2,2
"17",0,0,0,1,2,3,3,2,1
"18",0,0,0,3,0,5,2,1,3
"19",0,0,0,3,0,1,0,1,4
"20",0,0,0,2,4,3,4,1,0
"21",0,0,0,4,1,3,0,0,2
"22",0,0,0,4,1,2,0,3,3
"23",0,0,0,3,2,3,3,1,3
"24",0,0,0,2,2,2,1,3,2
"25",0,0,0,1,1,3,0,2,1
"26",0,0,0,3,0,3,1,1,3
"27",0,0,0,2,2,2,1,5,4
"28",0,0,0,2,1,3,0,2,1
"29",0,0,0,1,3,3,2,1,3
"30",0,0,0,4,2,1,3,2,2
"31",0,0,0,0,2,3,1,1,0
"32",0,0,0,1,2,1,2,1,1
"33",0,0,0,3,3,1,1,1,0
"34",0,0,0,0,1,5,6,0,3
"35",0,0,0,1,4,3,4,3,1
"36",0,0,0,3,1,2,1,1,0
"37",0,0,0,2,2,8,1,3,0
"38",0,0,0,2,1,0,2,1,1
"39",0,0,0,4,1,4,1,0,3
"40",0,0,0,1,3,0,0,1,1
"41",0,0,0,3,0,0,0,0,2
"42",0,0,0,2,1,3,4,2,5
"43",0,0,0,3,4,1,5,2,5
"44",0,0,0,2,0,4,0,1,0
"45",0,0,0,0,6,2,2,1,4
"46",0,0,0,3,2,2,1,2,0
"47",0,0,0,2,1,5,5,0,2
"48",0,0,0,4,1,3,3,2,1
"49",0,0,0,4,0,4,3,3,0
"50",0,0,0,0,4,3,1,1,1
"51",0,0,0,2,4,2,4,1,2
"52",0,0,0,0,2,2,0,1,1
"53",0,0,0,1,2,2,4,4,4
"54",0,0,0,4,5,7,0,1,3
"55",0,0,0,4,1,4,1,3,1
"56",0,0,0,4,0,4,2,2,0
"57",0,0,0,3,1,2,3,1,2
"58",0,0,0,2,2,5,2,2,3
"59",0,0,0,3,3,2,1,2,2
"60",0,0,0,3,5,1,5,2,1
"61",0,0,0,2,6,2,2,4,2
"62",0,0,0,4,2,2,1,3,1
"63",0,0,0,3,4,2,4,1,3
"64",0,0,0,0,0,1,1,0,0
"65",0,0,0,1,3,4,3,1,5
"66",0,0,0,1,0,3,0,0,1
"67",0,0,0,4,2,1,1,2,5
"68",0,0,0,1,0,3,3,2,1
"69",0,0,0,3,2,4,5,4,1
"70",0,0,0,2,3,2,1,2,1
"71",0,0,0,4,4,3,1,0,2
"72",0,0,0,1,1,4,1,3,0
"73",0,0,0,0,2,1,2,5,0
"74",0,0,0,1,1,2,4,2,0
"75",0,0,0,1,2,3,1,1,2
"76",0,0,0,2,3,1,0,2,1
"77",0,0,0,2,2,2,0,2,2
"78",0,0,0,2,0,0,1,3,0
"79",0,0,0,0,1,1,1,2,4
"80",0,0,0,3,4,5,3,3,2
"81",0,0,0,2,4,4,4,1,1
"82",0,0,0,5,4,4,3,2,1
"83",0,0,0,1,5,4,2,1,5
"84",0,0,0,2,0,2,1,1,3
"85",0,0,0,4,2,1,3,2,3
"86",0,0,0,2,1,1,2,2,2
"87",0,0,0,3,3,2,1,0,1
"88",0,0,0,3,4,1,1,1,0
"89",0,0,0,1,2,1,2,1,3
"90",0,0,0,2,2,4,4,1,1
"91",0,0,0,4,1,3,0,2,3
"92",0,0,0,3,1,1,1,3,4
"93",0,0,0,0,3,1,0,4,1
"94",0,0,0,2,2,2,3,1,3
"95",0,0,0,2,5,2,3,3,1
"96",0,0,0,5,1,3,3,2,1
"97",0,0,0,4,2,3,0,0,2
"98",0,0,0,1,1,1,2,2,2
"99",0,0,0,5,1,2,0,4,3
"100",0,0,0,1,5,2,1,1,0
"101",0,0,0,1,1,1,5,2,1
"102",0,0,0,3,4,4,1,0,1
"103",0,0,0,3,1,3,3,1,1
"104",0,0,0,2,2,3,3,1,1
"105",0,0,0,3,2,1,4,4,3
"106",0,0,0,2,1,0,1,4,3
"107",0,0,0,1,2,2,2,1,3
"108",0,0,0,1,1,1,2,3,2
"109",0,0,0,4,4,2,1,1,1
"110",0,0,0,3,4,1,0,1,1
"111",0,0,0,4,2,2,1,3,1
"112",0,0,0,3,1,0,2,2,0
"113",0,0,0,2,3,1,2,3,0
"114",0,0,0,0,2,0,3,1,4
"115",0,0,0,3,1,1,3,2,0
"116",0,0,0,1,1,2,0,2,1
"117",0,0,0,2,5,2,0,2,1
"118",0,0,0,2,4,4,4,2,3
