"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",0,0,0,1,2,3,2,1,2
"2",0,0,0,3,1,0,1,2,3
"3",0,0,0,3,3,0,2,0,2
"4",0,0,0,4,0,1,3,3,1
"5",0,0,0,2,1,3,2,0,1
"6",0,0,0,3,3,0,1,1,0
"7",0,0,0,6,1,3,1,0,3
"8",0,0,0,5,3,2,3,1,0
"9",0,0,0,2,2,2,2,1,0
"10",0,0,0,3,3,2,3,1,2
"11",0,0,0,1,1,1,2,4,1
"12",0,0,0,1,2,0,2,4,4
"13",0,0,0,1,2,0,1,1,2
"14",0,0,0,2,1,1,3,1,4
"15",0,0,0,5,4,4,2,3,1
"16",0,0,0,1,3,3,2,2,3
"17",0,0,0,1,4,0,0,1,1
"18",0,0,0,3,1,2,3,5,3
"19",0,0,0,2,2,0,1,2,0
"20",0,0,0,4,2,1,0,4,4
"21",0,0,0,0,1,2,2,2,1
"22",0,0,0,1,3,0,6,1,1
"23",0,0,0,1,2,4,1,3,1
"24",0,0,0,3,3,1,3,2,0
"25",0,0,0,1,2,1,1,1,1
"26",0,0,0,4,1,2,3,1,0
"27",0,0,0,4,0,1,2,3,1
"28",0,0,0,4,3,0,3,4,2
"29",0,0,0,1,3,1,1,0,4
"30",0,0,0,0,2,1,2,1,1
"31",0,0,0,3,2,2,2,1,3
"32",0,0,0,2,1,1,1,2,2
"33",0,0,0,2,2,5,2,2,1
"34",0,0,0,3,3,1,1,0,1
"35",0,0,0,6,0,3,0,1,2
"36",0,0,0,1,0,3,3,1,3
"37",0,0,0,2,2,2,2,2,2
"38",0,0,0,1,0,4,2,4,0
"39",0,0,0,4,3,4,0,1,1
"40",0,0,0,1,3,3,4,0,1
"41",0,0,0,3,1,5,1,1,2
"42",0,0,0,3,4,3,3,4,0
"43",0,0,0,2,5,3,3,0,2
"44",0,0,0,2,1,2,3,2,1
"45",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",0,0,0,2,2,2,3,3,1
"47",0,0,0,2,5,1,1,3,1
"48",0,0,0,3,2,4,4,2,6
"49",0,0,0,2,3,2,3,1,4
"50",0,0,0,0,3,1,1,2,3
"51",0,0,0,2,3,0,3,2,1
"52",0,0,0,2,3,0,2,2,0
"53",0,0,0,0,2,3,2,3,2
"54",0,0,0,3,0,2,3,2,2
"55",0,0,0,1,1,1,0,4,2
"56",0,0,0,0,4,1,3,1,3
"57",0,0,0,3,0,4,0,2,6
"58",0,0,0,3,4,1,1,1,1
"59",0,0,0,2,4,2,3,0,0
"60",0,0,0,2,1,2,3,3,2
"61",0,0,0,1,0,1,2,2,2
"62",0,0,0,2,1,2,2,0,3
"63",0,0,0,1,1,2,2,1,1
"64",0,0,0,5,1,1,1,2,3
"65",0,0,0,2,3,1,1,2,0
"66",0,0,0,3,2,2,3,1,0
"67",0,0,0,2,2,2,3,4,1
"68",0,0,0,2,2,1,1,5,4
"69",0,0,0,0,1,3,4,1,2
"70",0,0,0,3,3,0,1,3,0
"71",0,0,0,1,2,0,3,0,6
"72",0,0,0,3,3,4,2,1,0
"73",0,0,0,2,0,0,2,0,2
"74",0,0,0,2,1,0,1,1,4
"75",0,0,0,2,1,3,0,0,0
"76",0,0,0,1,0,3,3,1,1
"77",0,0,0,4,5,2,2,2,0
"78",0,0,0,5,4,2,0,2,1
"79",0,0,0,1,1,6,1,4,1
"80",0,0,0,0,3,3,0,1,2
"81",0,0,0,2,2,2,1,3,0
"82",0,0,0,3,5,1,0,2,1
"83",0,0,0,1,2,2,2,2,1
"84",0,0,0,4,1,2,1,3,1
"85",0,0,0,7,2,1,3,2,0
"86",0,0,0,3,2,1,3,3,1
"87",0,0,0,1,2,3,2,0,4
"88",0,0,0,3,4,2,3,1,2
"89",0,0,0,3,1,3,4,0,3
"90",0,0,0,3,2,3,3,1,2
"91",0,0,0,2,1,2,2,3,2
"92",0,0,0,3,3,3,4,2,0
"93",0,0,0,3,0,4,2,2,3
"94",0,0,0,2,2,0,4,1,2
"95",0,0,0,5,1,2,4,4,4
"96",0,0,0,0,1,2,0,5,2
"97",0,0,0,1,3,3,1,1,0
"98",0,0,0,1,1,3,2,2,3
