"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",0,0,0,1,2,3,2,1,2
"2",0,0,0,2,0,2,5,1,3
"3",0,0,0,4,3,5,4,1,4
"4",0,0,0,0,4,2,3,0,1
"5",0,0,0,2,4,1,1,2,1
"6",0,0,0,1,5,1,1,6,2
"7",0,0,0,1,4,1,4,1,1
"8",0,0,0,1,2,2,2,1,2
"9",0,0,0,1,4,1,3,5,1
"10",0,0,0,5,2,4,0,0,2
"11",0,0,0,3,5,4,2,1,3
"12",0,0,0,2,1,0,3,1,2
"13",0,0,0,5,0,2,1,1,2
"14",0,0,0,3,2,2,2,0,1
"15",0,0,0,5,2,5,1,1,1
"16",0,0,0,1,2,3,2,3,2
"17",0,0,0,4,0,3,3,2,2
"18",0,0,0,0,0,2,0,2,0
"19",0,0,0,4,0,1,0,0,1
"20",0,0,0,4,0,2,3,1,2
"21",0,0,0,3,1,1,1,2,4
"22",0,0,0,4,0,0,2,2,2
"23",0,0,0,2,4,3,1,2,2
"24",0,0,0,6,3,5,2,1,0
"25",0,0,0,4,4,2,4,1,3
"26",0,0,0,3,0,6,3,6,2
"27",0,0,0,3,4,2,3,0,2
"28",0,0,0,1,0,3,0,2,1
"29",0,0,0,3,4,3,2,0,2
"30",0,0,0,1,3,1,2,4,1
"31",0,0,0,2,1,2,2,2,0
"32",0,0,0,3,3,1,4,1,1
"33",0,0,0,2,1,1,3,1,5
"34",0,0,0,1,2,2,3,1,1
"35",0,0,0,2,2,0,3,1,2
"36",0,0,0,2,4,2,2,2,1
"37",0,0,0,4,1,3,1,4,2
"38",0,0,0,0,2,1,4,2,4
"39",0,0,0,1,2,3,0,2,0
"40",0,0,0,2,1,3,0,3,3
"41",0,0,0,1,2,0,1,2,2
"42",0,0,0,1,2,4,2,2,3
"43",0,0,0,0,0,4,3,4,1
"44",0,0,0,6,3,0,0,2,4
"45",0,0,0,2,5,1,3,1,0
"46",0,0,0,4,1,3,3,2,2
"47",0,0,0,0,3,3,2,2,2
"48",0,0,0,1,1,4,3,2,1
"49",0,0,0,5,1,5,2,0,2
"50",0,0,0,3,0,1,1,1,0
"51",0,0,0,3,2,3,0,1,2
"52",0,0,0,3,1,2,3,2,3
"53",0,0,0,1,1,4,0,2,0
"54",0,0,0,0,3,1,1,3,2
"55",0,0,0,2,0,3,2,3,0
"56",0,0,0,3,2,2,4,1,1
"57",0,0,0,4,1,3,0,3,2
"58",0,0,0,1,6,1,1,2,2
"59",0,0,0,3,2,2,2,0,0
"60",0,0,0,4,1,3,4,3,2
"61",0,0,0,0,1,0,0,1,2
"62",0,0,0,2,4,4,6,4,2
"63",0,0,0,4,3,1,2,3,2
"64",0,0,0,2,2,2,4,0,4
"65",0,0,0,2,1,2,2,3,3
"66",0,0,0,3,0,4,2,1,1
"67",0,0,0,3,1,2,1,1,3
"68",0,0,0,0,1,1,5,2,1
"69",0,0,0,1,2,2,1,1,3
"70",0,0,0,3,3,5,1,2,1
"71",0,0,0,1,2,0,1,1,2
"72",0,0,0,5,2,0,1,1,4
"73",0,0,0,3,2,3,1,3,1
"74",0,0,0,3,1,1,3,3,1
"75",0,0,0,3,0,2,0,2,0
"76",0,0,0,3,4,2,0,3,4
"77",0,0,0,1,3,1,0,2,1
"78",0,0,0,5,3,3,2,1,1
"79",0,0,0,3,2,1,3,1,2
"80",0,0,0,2,2,3,1,1,0
"81",0,0,0,1,2,3,1,5,1
"82",0,0,0,2,1,3,2,2,1
"83",0,0,0,4,5,0,1,2,2
"84",0,0,0,1,5,1,0,3,1
"85",0,0,0,2,2,3,3,3,0
"86",0,0,0,2,1,1,3,2,1
"87",0,0,0,1,2,0,1,1,1
"88",0,0,0,0,2,2,1,1,2
"89",0,0,0,2,3,4,3,1,1
"90",0,0,0,3,2,0,1,2,5
"91",0,0,0,2,2,1,3,3,2
"92",0,0,0,6,1,0,3,4,1
"93",0,0,0,2,2,1,2,1,2
"94",0,0,0,1,2,1,3,0,2
"95",0,0,0,2,3,2,2,4,3
"96",0,0,0,3,1,3,3,6,4
"97",0,0,0,2,5,2,0,1,1
"98",0,0,0,2,3,3,1,2,0
"99",0,0,0,2,1,1,2,3,3
"100",0,0,0,1,2,2,4,4,3
"101",0,0,0,1,1,1,5,1,1
"102",0,0,0,2,3,2,2,3,2
"103",0,0,0,2,2,3,2,2,1
"104",0,0,0,2,3,4,2,0,3
"105",0,0,0,2,4,5,1,2,0
"106",0,0,0,2,2,3,1,4,4
"107",0,0,0,4,2,2,2,1,2
"108",0,0,0,1,3,1,1,3,0
"109",0,0,0,4,1,1,3,0,2
"110",0,0,0,1,1,2,1,0,2
"111",0,0,0,2,0,2,0,1,0
"112",0,0,0,3,0,0,1,5,1
"113",0,0,0,4,3,1,1,2,1
"114",0,0,0,3,3,1,2,1,3
"115",0,0,0,2,0,2,0,1,1
"116",0,0,0,2,2,3,3,0,1
"117",0,0,0,1,5,0,2,2,2
"118",0,0,0,1,1,0,1,1,0
"119",0,0,0,4,4,1,3,5,4
"120",0,0,0,3,3,4,1,1,1
"121",0,0,0,3,4,2,3,0,1
"122",0,0,0,6,4,1,0,1,1
"123",0,0,0,1,1,2,1,4,0
"124",0,0,0,3,1,4,1,1,4
"125",0,0,0,2,2,4,1,1,0
"126",0,0,0,1,2,0,5,0,2
"127",0,0,0,2,3,4,0,2,2
"128",0,0,0,2,3,2,1,6,0
"129",0,0,0,0,2,0,0,3,2
"130",0,0,0,5,2,3,2,1,3
"131",0,0,0,0,2,4,1,2,2
"132",0,0,0,5,0,4,2,5,1
"133",0,0,0,0,0,3,0,3,1
"134",0,0,0,2,0,4,3,2,3
"135",0,0,0,4,3,2,0,3,2
"136",0,0,0,4,6,2,0,3,1
"137",0,0,0,4,1,1,1,0,3
"138",0,0,0,4,2,2,3,1,2
"139",0,0,0,4,0,1,0,6,3
"140",0,0,0,0,3,3,2,2,0
"141",0,0,0,2,4,2,1,3,1
"142",0,0,0,1,0,0,0,1,0
"143",0,0,0,0,3,2,2,3,1
"144",0,0,0,1,1,3,3,3,5
"145",0,0,0,2,2,1,2,1,3
"146",0,0,0,3,3,3,5,3,0
"147",0,0,0,1,0,3,1,0,1
"148",0,0,0,0,1,3,3,1,4
"149",0,0,0,3,3,2,1,1,2
"150",NA,NA,NA,NA,NA,NA,NA,NA,NA
"151",0,0,0,2,3,2,1,4,2
"152",0,0,0,2,3,1,5,0,1
"153",0,0,0,5,4,2,4,1,2
"154",0,0,0,2,2,1,1,1,1
"155",0,0,0,2,2,2,0,4,1
"156",0,0,0,1,4,4,2,1,1
"157",0,0,0,4,1,2,0,3,1
"158",0,0,0,4,2,2,1,2,0
"159",0,0,0,4,0,1,2,4,1
"160",0,0,0,1,3,0,2,2,2
"161",0,0,0,1,1,3,2,1,3
"162",0,0,0,4,2,0,1,2,2
"163",0,0,0,2,2,0,4,1,0
"164",0,0,0,1,2,2,3,3,1
"165",0,0,0,2,2,4,5,2,1
"166",0,0,0,1,1,2,6,2,1
"167",0,0,0,6,2,1,3,2,0
"168",0,0,0,4,4,2,0,3,1
"169",0,0,0,1,4,2,2,2,0
"170",0,0,0,2,1,2,4,3,1
"171",0,0,0,3,0,3,3,2,0
"172",0,0,0,3,2,2,2,1,0
"173",0,0,0,1,2,1,0,1,2
"174",0,0,0,1,2,4,3,3,1
"175",0,0,0,6,5,4,0,1,1
"176",0,0,0,3,0,4,7,4,2
"177",0,0,0,3,2,4,1,3,3
"178",0,0,0,3,0,2,4,4,2
"179",0,0,0,3,1,3,1,3,2
"180",0,0,0,4,3,5,2,4,0
"181",0,0,0,2,2,2,1,1,2
"182",0,0,0,6,3,0,2,4,1
"183",0,0,0,2,3,0,3,2,1
"184",0,0,0,2,3,3,2,1,2
"185",0,0,0,4,5,0,1,1,1
"186",0,0,0,3,3,3,0,2,0
"187",0,0,0,3,1,2,3,3,1
"188",0,0,0,4,1,2,3,4,1
"189",0,0,0,2,2,2,3,1,4
"190",0,0,0,4,3,3,0,3,3
"191",0,0,0,2,4,3,1,3,3
"192",0,0,0,1,2,4,2,1,4
"193",0,0,0,1,2,4,2,1,1
"194",0,0,0,0,1,2,1,2,2
"195",0,0,0,0,2,3,3,4,0
"196",0,0,0,2,4,4,0,1,1
"197",0,0,0,3,2,1,5,2,2
"198",0,0,0,0,0,3,5,1,4
"199",0,0,0,1,4,3,0,3,3
"200",0,0,0,3,3,5,2,2,2
"201",0,0,0,2,1,2,0,3,7
"202",0,0,0,2,1,1,2,2,2
"203",0,0,0,0,3,3,2,1,1
"204",0,0,0,1,2,4,2,2,1
"205",0,0,0,3,2,2,1,2,1
"206",0,0,0,2,2,1,1,3,1
"207",0,0,0,3,2,5,1,1,3
"208",0,0,0,1,3,2,2,3,1
"209",0,0,0,0,1,1,1,3,2
"210",0,0,0,4,2,1,0,2,2
"211",0,0,0,2,2,3,2,2,2
"212",0,0,0,4,1,3,0,5,3
"213",0,0,0,0,3,0,2,2,0
"214",0,0,0,2,4,2,2,2,5
"215",0,0,0,4,4,2,1,2,2
"216",0,0,0,5,2,2,2,2,3
"217",0,0,0,1,5,5,2,1,1
"218",0,0,0,2,0,1,0,1,0
"219",0,0,0,6,1,1,2,1,1
"220",0,0,0,3,4,2,5,1,1
"221",0,0,0,2,2,5,0,3,0
"222",0,0,0,0,0,2,1,1,1
"223",0,0,0,2,2,2,2,1,3
"224",0,0,0,1,2,5,1,2,1
"225",0,0,0,2,1,1,0,0,6
"226",0,0,0,0,0,0,0,0,1
"227",0,0,0,3,2,2,5,5,2
"228",0,0,0,4,1,2,3,1,4
"229",0,0,0,0,0,1,1,2,1
"230",0,0,0,3,3,4,5,1,0
"231",0,0,0,5,1,0,0,4,0
"232",0,0,0,2,3,2,2,2,0
"233",0,0,0,5,3,1,3,2,2
"234",0,0,0,3,3,0,3,3,2
"235",0,0,0,2,0,1,2,6,5
"236",0,0,0,3,6,2,2,1,3
"237",0,0,0,2,2,4,5,2,0
"238",0,0,0,2,1,3,4,4,1
"239",0,0,0,1,3,2,1,3,0
"240",0,0,0,2,3,3,3,2,0
"241",0,0,0,0,1,3,1,0,3
"242",0,0,0,3,4,1,1,2,2
"243",0,0,0,4,2,3,0,3,2
"244",0,0,0,2,1,1,3,1,2
"245",0,0,0,3,2,1,3,3,3
"246",0,0,0,2,1,3,3,4,1
"247",0,0,0,1,3,0,4,2,1
"248",0,0,0,2,2,1,1,2,4
"249",0,0,0,2,3,5,1,2,6
"250",0,0,0,3,1,3,3,1,0
"251",0,0,0,2,1,3,0,3,3
"252",0,0,0,2,2,2,1,2,3
"253",0,0,0,4,1,2,2,4,2
"254",0,0,0,3,2,4,1,1,0
"255",0,0,0,0,3,0,2,1,1
"256",0,0,0,4,0,1,2,1,4
"257",0,0,0,2,2,0,2,3,4
"258",0,0,0,3,2,2,2,4,2
"259",0,0,0,3,0,1,2,1,2
"260",0,0,0,4,2,1,1,2,4
"261",0,0,0,7,1,1,2,2,3
"262",0,0,0,3,4,0,3,0,5
"263",0,0,0,4,4,0,2,1,4
"264",0,0,0,3,3,5,3,3,1
"265",0,0,0,2,4,6,4,1,1
"266",0,0,0,3,2,1,3,3,1
"267",0,0,0,3,3,3,3,2,2
"268",0,0,0,2,2,1,2,1,1
"269",0,0,0,2,3,3,4,1,2
"270",0,0,0,5,3,1,2,2,4
"271",0,0,0,2,3,1,1,4,1
"272",0,0,0,3,2,1,0,3,2
"273",0,0,0,0,2,3,3,0,2
"274",0,0,0,3,1,1,2,0,2
"275",0,0,0,0,2,1,2,3,1
"276",0,0,0,2,2,3,3,2,4
"277",0,0,0,3,3,2,2,2,3
"278",0,0,0,2,2,0,1,3,2
"279",0,0,0,1,4,1,1,2,1
"280",0,0,0,3,4,4,2,1,2
"281",0,0,0,2,1,2,2,2,0
"282",0,0,0,1,4,1,2,1,1
"283",0,0,0,1,0,3,2,2,0
"284",0,0,0,1,4,3,1,2,0
"285",0,0,0,2,0,5,3,4,2
"286",0,0,0,3,2,1,3,3,0
"287",0,0,0,2,4,0,1,1,0
"288",0,0,0,1,3,3,1,2,3
"289",0,0,0,1,1,3,2,1,3
"290",0,0,0,1,1,2,1,0,0
"291",0,0,0,2,3,0,6,0,6
"292",0,0,0,2,0,2,1,1,4
"293",0,0,0,2,0,2,7,2,2
"294",0,0,0,3,2,1,1,3,2
"295",0,0,0,3,0,3,3,2,2
"296",0,0,0,1,7,2,0,1,3
"297",0,0,0,2,3,2,1,1,2
"298",0,0,0,2,3,2,1,1,2
"299",0,0,0,2,1,1,1,1,2
"300",0,0,0,3,1,8,2,1,0
"301",0,0,0,3,1,2,1,1,1
"302",0,0,0,2,2,1,3,0,0
"303",0,0,0,3,2,1,1,2,3
"304",0,0,0,1,2,5,3,0,2
"305",0,0,0,2,2,2,2,1,2
"306",0,0,0,0,1,0,2,2,1
"307",0,0,0,3,2,0,0,0,3
"308",0,0,0,1,3,1,3,2,2
"309",0,0,0,0,3,2,4,0,0
"310",0,0,0,3,2,2,2,0,2
"311",0,0,0,1,3,5,1,3,2
"312",0,0,0,1,2,2,3,6,3
"313",0,0,0,1,2,0,1,0,1
"314",0,0,0,3,2,1,1,1,1
"315",0,0,0,3,3,2,1,1,2
"316",0,0,0,3,3,3,1,2,0
"317",0,0,0,2,4,2,2,0,2
"318",0,0,0,1,3,7,0,3,3
"319",0,0,0,1,1,0,2,4,1
"320",NA,NA,NA,NA,NA,NA,NA,NA,NA
"321",0,0,0,2,1,3,2,1,3
"322",0,0,0,3,4,3,2,1,3
"323",0,0,0,3,1,3,1,0,1
"324",0,0,0,0,0,2,2,1,2
"325",0,0,0,4,1,3,0,2,3
"326",0,0,0,1,4,3,2,1,7
"327",0,0,0,3,4,4,5,4,1
"328",0,0,0,3,1,4,1,1,1
"329",0,0,0,6,1,4,0,3,2
"330",0,0,0,3,3,2,1,2,2
"331",0,0,0,0,1,3,1,0,3
"332",0,0,0,2,5,0,2,2,2
"333",0,0,0,1,2,2,1,1,2
"334",0,0,0,2,4,3,0,2,2
"335",0,0,0,1,2,1,4,2,0
"336",0,0,0,0,3,0,1,2,1
"337",0,0,0,0,1,5,3,3,1
"338",0,0,0,1,2,1,2,3,2
"339",0,0,0,7,1,1,2,2,1
"340",0,0,0,0,5,6,3,1,3
"341",0,0,0,1,3,1,1,0,0
"342",0,0,0,0,1,2,3,1,3
"343",0,0,0,3,1,2,4,4,0
"344",0,0,0,1,3,2,0,2,0
"345",0,0,0,2,1,0,2,1,0
"346",0,0,0,2,2,3,2,3,4
"347",0,0,0,1,1,3,2,0,2
"348",0,0,0,3,5,1,2,2,3
"349",0,0,0,2,3,1,2,0,1
"350",0,0,0,1,2,2,1,3,1
"351",0,0,0,4,1,5,3,1,1
"352",0,0,0,5,0,3,2,4,2
"353",0,0,0,0,1,2,1,3,4
"354",0,0,0,2,2,1,2,1,1
"355",0,0,0,3,0,3,3,1,1
"356",0,0,0,1,1,4,3,4,2
"357",0,0,0,4,1,5,3,4,2
"358",0,0,0,2,2,1,2,2,3
"359",0,0,0,3,1,2,2,3,2
"360",0,0,0,2,1,3,1,2,3
"361",0,0,0,7,0,2,0,4,2
"362",0,0,0,5,3,1,4,4,1
"363",0,0,0,4,1,2,0,2,3
"364",0,0,0,4,3,2,0,2,2
"365",0,0,0,0,2,0,1,1,1
"366",0,0,0,0,4,2,2,1,2
"367",0,0,0,0,2,6,1,2,2
"368",0,0,0,1,2,1,0,1,4
"369",0,0,0,3,2,2,4,1,0
"370",0,0,0,3,2,2,0,3,1
"371",0,0,0,4,0,0,6,4,1
"372",0,0,0,6,1,2,2,4,2
"373",0,0,0,2,3,0,2,1,2
"374",0,0,0,1,1,3,2,0,6
"375",0,0,0,1,1,0,2,2,1
"376",0,0,0,2,0,2,3,3,3
"377",0,0,0,8,3,3,1,1,5
"378",0,0,0,0,1,3,3,1,2
"379",0,0,0,2,4,2,4,2,3
"380",0,0,0,4,3,4,3,1,1
"381",0,0,0,3,4,3,0,2,2
"382",0,0,0,2,4,1,3,3,1
"383",0,0,0,1,0,5,0,1,2
"384",0,0,0,3,3,2,1,1,6
"385",0,0,0,3,0,0,1,4,7
"386",0,0,0,1,8,0,0,3,1
"387",0,0,0,6,1,3,2,0,0
"388",0,0,0,4,3,1,0,2,1
"389",0,0,0,3,3,2,0,0,1
"390",0,0,0,1,4,2,4,3,0
"391",0,0,0,2,1,1,3,3,0
"392",0,0,0,1,1,0,1,0,4
"393",0,0,0,3,1,5,0,1,1
"394",0,0,0,1,1,2,3,3,5
"395",0,0,0,5,0,2,4,1,0
"396",0,0,0,2,0,2,4,3,0
"397",0,0,0,3,2,4,0,1,1
"398",0,0,0,4,1,1,2,2,3
"399",0,0,0,2,6,0,5,3,1
"400",0,0,0,2,1,1,3,2,2
"401",NA,NA,NA,NA,NA,NA,NA,NA,NA
"402",0,0,0,2,0,1,4,3,0
"403",0,0,0,1,2,1,1,2,4
"404",0,0,0,3,2,1,2,1,7
"405",0,0,0,4,4,2,1,2,3
"406",0,0,0,2,2,0,2,2,3
"407",0,0,0,1,2,2,1,1,2
"408",0,0,0,5,3,1,3,2,1
"409",0,0,0,1,1,1,1,2,4
"410",0,0,0,3,2,1,1,1,1
"411",0,0,0,1,4,1,0,2,1
"412",0,0,0,1,7,2,0,2,4
"413",0,0,0,1,3,4,3,1,3
"414",0,0,0,5,1,1,3,3,2
"415",0,0,0,0,1,4,4,1,4
"416",0,0,0,2,1,1,1,3,0
"417",0,0,0,2,3,2,0,0,3
"418",0,0,0,3,2,1,2,3,1
"419",0,0,0,1,6,3,2,1,3
"420",0,0,0,6,2,1,3,1,0
"421",0,0,0,1,1,0,1,4,1
"422",0,0,0,1,0,0,0,4,2
"423",0,0,0,2,0,2,2,2,4
"424",0,0,0,1,5,1,2,1,0
"425",0,0,0,2,2,7,2,1,1
"426",0,0,0,3,0,1,2,2,1
"427",0,0,0,1,1,3,1,1,4
"428",0,0,0,2,3,2,0,4,2
"429",0,0,0,3,4,1,6,3,3
"430",0,0,0,1,1,1,5,6,1
"431",0,0,0,2,3,2,1,3,2
"432",0,0,0,1,1,1,2,1,4
"433",0,0,0,4,1,1,2,1,1
"434",0,0,0,1,4,0,3,2,1
"435",0,0,0,3,1,4,0,2,1
"436",0,0,0,5,2,3,1,2,3
"437",0,0,0,1,3,2,2,0,3
"438",0,0,0,3,3,2,2,1,1
"439",0,0,0,2,2,3,4,0,1
"440",NA,NA,NA,NA,NA,NA,NA,NA,NA
"441",0,0,0,3,2,4,4,3,1
"442",0,0,0,4,6,4,1,0,3
"443",0,0,0,5,4,2,3,0,2
"444",0,0,0,2,0,2,3,1,2
"445",0,0,0,2,3,3,1,2,3
"446",0,0,0,1,2,1,4,0,0
"447",0,0,0,1,3,0,2,3,3
"448",0,0,0,0,0,4,2,2,2
"449",0,0,0,1,2,2,3,3,2
"450",0,0,0,5,2,4,1,2,2
"451",0,0,0,3,3,4,3,3,0
"452",0,0,0,0,3,0,3,1,2
"453",0,0,0,1,3,3,2,3,3
"454",0,0,0,1,2,1,2,1,1
"455",0,0,0,4,1,5,2,1,4
"456",0,0,0,2,4,1,1,0,2
"457",0,0,0,1,2,0,3,3,2
"458",0,0,0,5,5,1,0,3,2
"459",0,0,0,3,6,1,0,2,4
"460",0,0,0,0,2,1,1,2,2
"461",0,0,0,5,4,2,1,2,1
"462",0,0,0,0,4,1,4,4,1
"463",0,0,0,2,2,4,3,1,1
"464",0,0,0,4,0,2,1,2,4
"465",0,0,0,1,1,2,0,4,1
"466",0,0,0,7,1,4,2,1,2
"467",0,0,0,5,1,2,0,2,2
"468",0,0,0,4,1,1,4,1,0
"469",0,0,0,2,4,4,0,2,1
"470",0,0,0,3,1,4,0,1,2
"471",0,0,0,1,1,2,0,4,0
"472",0,0,0,0,2,4,1,1,3
"473",0,0,0,3,2,3,0,3,1
"474",0,0,0,2,0,1,1,4,0
"475",0,0,0,2,2,0,4,3,3
"476",0,0,0,5,0,0,0,1,3
"477",0,0,0,1,3,1,3,3,1
"478",0,0,0,2,3,2,2,1,1
"479",0,0,0,3,2,2,2,0,1
"480",0,0,0,5,2,4,1,1,3
"481",0,0,0,2,3,0,1,1,3
"482",0,0,0,3,2,7,2,2,1
"483",0,0,0,2,1,1,2,1,1
"484",0,0,0,4,4,2,0,3,2
"485",0,0,0,4,1,2,2,1,1
"486",0,0,0,2,1,3,0,4,2
"487",0,0,0,2,1,2,2,2,3
"488",0,0,0,1,4,4,4,2,2
"489",0,0,0,5,2,1,0,4,4
"490",0,0,0,0,2,2,1,2,1
"491",0,0,0,2,0,1,1,1,3
"492",0,0,0,0,6,4,0,3,5
"493",0,0,0,3,0,1,2,0,2
"494",0,0,0,2,2,4,4,2,1
"495",0,0,0,3,3,1,0,1,1
"496",0,0,0,1,2,4,2,2,3
"497",0,0,0,2,3,4,2,1,3
"498",0,0,0,3,2,0,3,1,1
"499",0,0,0,3,2,1,0,1,2
"500",0,0,0,4,2,1,3,4,0
"501",0,0,0,2,1,0,6,1,0
"502",0,0,0,2,3,2,4,4,2
"503",0,0,0,2,3,0,0,2,2
"504",0,0,0,2,4,0,2,0,2
"505",0,0,0,6,4,2,3,0,1
"506",0,0,0,3,2,1,1,1,2
"507",0,0,0,3,1,1,2,1,1
"508",0,0,0,1,4,1,3,4,0
"509",0,0,0,4,2,0,1,3,2
"510",0,0,0,4,1,1,1,3,2
"511",0,0,0,3,4,3,2,0,3
"512",0,0,0,3,1,2,2,2,1
"513",0,0,0,4,1,2,3,0,2
"514",0,0,0,4,2,3,3,2,0
"515",0,0,0,4,4,2,3,1,1
"516",0,0,0,3,2,4,2,0,3
"517",0,0,0,3,1,0,5,2,2
"518",0,0,0,1,5,0,4,1,0
"519",0,0,0,3,1,2,0,1,1
"520",0,0,0,3,3,0,5,3,2
"521",0,0,0,0,3,0,1,1,2
"522",0,0,0,0,4,1,1,2,2
"523",0,0,0,3,1,2,4,1,3
"524",0,0,0,5,2,6,2,3,4
"525",0,0,0,2,1,1,1,3,2
"526",0,0,0,3,2,4,3,3,0
"527",0,0,0,6,3,5,1,1,3
"528",0,0,0,2,5,3,2,4,1
"529",0,0,0,6,3,2,2,4,2
"530",0,0,0,4,1,2,1,2,3
"531",0,0,0,1,2,2,4,2,1
"532",0,0,0,5,2,4,2,2,0
"533",0,0,0,2,4,1,2,0,2
"534",0,0,0,3,3,1,2,4,1
"535",0,0,0,4,3,2,5,1,1
"536",0,0,0,2,2,3,1,1,0
"537",0,0,0,3,2,2,1,3,0
"538",0,0,0,0,2,4,1,2,1
"539",0,0,0,4,1,4,0,0,3
"540",0,0,0,1,2,3,1,4,2
"541",0,0,0,1,3,1,3,3,2
"542",0,0,0,3,6,3,1,0,4
"543",0,0,0,4,1,2,4,0,3
"544",0,0,0,3,3,1,2,5,1
"545",0,0,0,3,0,2,3,2,2
"546",0,0,0,4,2,4,2,1,1
"547",0,0,0,2,2,0,2,3,4
"548",0,0,0,5,1,4,0,2,4
"549",0,0,0,1,4,3,1,2,3
"550",0,0,0,2,3,1,0,2,1
"551",0,0,0,3,4,2,3,1,1
"552",0,0,0,0,3,3,3,6,1
"553",0,0,0,2,0,3,3,1,1
"554",0,0,0,1,0,3,4,0,3
"555",0,0,0,2,6,0,1,1,1
"556",0,0,0,4,0,2,2,2,5
"557",0,0,0,3,4,2,1,0,0
"558",0,0,0,3,2,0,4,1,1
"559",0,0,0,4,3,2,2,2,0
"560",0,0,0,3,1,3,3,3,3
"561",0,0,0,3,3,1,2,1,4
"562",NA,NA,NA,NA,NA,NA,NA,NA,NA
"563",0,0,0,2,2,1,0,2,4
"564",0,0,0,1,3,1,1,3,1
