"","pro","eff","dose"
"321",0.0962972159441542,0.0101010101010101,1
"322",0.113033784370394,0.323232323232323,1
"323",0.108305504170766,0.0303030303030303,1
"324",0.104027948977251,0.0303030303030303,1
"325",0.0865442009245742,0.0505050505050505,1
"326",0.113767509572119,0.0404040404040404,1
"327",0.120039084951599,0.0202020202020202,1
"328",0.133384773557024,0.0707070707070707,1
"329",0.135681683642589,0.0101010101010101,1
"330",0.126491445298255,0.0707070707070707,1
"331",0.104234880439178,0.0404040404040404,1
"332",0.117099978176065,0.121212121212121,1
"333",0.0905633135243096,0.0707070707070707,1
"334",0.0974659567519201,0.454545454545455,1
"335",0.104941512859305,0.111111111111111,1
"336",0.0955798272677613,0.131313131313131,1
"337",0.12440085119365,0.161616161616162,1
"338",0.122215981307902,0.0101010101010101,1
"339",0.117357121157109,0.111111111111111,1
"340",0.0972088604631911,0.242424242424242,1
"341",0.12281880650351,0.151515151515152,1
"342",0.100371449229839,0.0707070707070707,1
"343",0.142235316356246,0.0606060606060606,1
"344",0.104858201798137,0.0101010101010101,1
"345",0.117327790355421,0.0101010101010101,1
"346",0.130521305622618,0.0808080808080808,1
"347",0.121344957183973,0.0202020202020202,1
"348",0.141216197906498,0.131313131313131,1
"349",0.101040718356818,0.0101010101010101,1
"350",0.129030527927103,0.212121212121212,1
"351",0.147787792652041,0.252525252525253,1
"352",0.145548171371772,0.0101010101010101,1
"353",0.0997224328532983,0.0202020202020202,1
"354",0.161250686586899,0.353535353535354,1
"355",0.176020662776157,0.0303030303030303,1
"356",0.109221759153293,0.0101010101010101,1
"357",0.139656900165765,0.0101010101010101,1
"358",0.153976164521907,0.0808080808080808,1
"359",0.118188214297744,0.0202020202020202,1
"360",0.108457199996119,0.404040404040404,1
"361",0.15258257241123,0.131313131313131,1
"362",0.101127835892208,0.0101010101010101,1
"363",0.132339064715471,0.0808080808080808,1
"364",0.114177204336749,0.0101010101010101,1
"365",0.142190714006691,0.0101010101010101,1
"366",0.126276042906052,0.0707070707070707,1
"367",0.146441878081588,0.0101010101010101,1
"368",0.102381499931601,0.0303030303030303,1
"369",0.088394303045434,0.0909090909090909,1
"370",0.164864760253788,0.0404040404040404,1
"371",0.111546442715261,0.0404040404040404,1
"372",0.0831184393384772,0.0202020202020202,1
"373",0.128834334921488,0.252525252525253,1
"374",0.136905068305324,0.0202020202020202,1
"375",0.121520363025356,0.191919191919192,1
"376",0.0844710798762089,0.0202020202020202,1
"377",0.111078534262687,0.0909090909090909,1
"378",0.132331307637303,0.0101010101010101,1
"379",0.163208648578544,0.0303030303030303,1
"380",0.113086968320064,0.333333333333333,1
"381",0.108713818059892,0.0303030303030303,1
"382",0.105861295045684,0.0101010101010101,1
"383",0.158358610685119,0.111111111111111,1
"384",0.0944170786602374,0.0202020202020202,1
"385",0.117888039404376,0.242424242424242,1
"386",0.123270767090983,0.212121212121212,1
"387",0.119088746313847,0.0505050505050505,1
"388",0.113168833069154,0.0606060606060606,1
"389",0.121761483830992,0.171717171717172,1
"390",0.0890214035334687,0.0404040404040404,1
"391",0.132440105916031,0.0101010101010101,1
"392",0.149033762911628,0.0101010101010101,1
"393",0.119305164714165,0.0303030303030303,1
